"transcript","gene","bp","all","synonymous","missense","nonsense","splice-site","frame-shift","F","M","P_LGDS","P_MISSENSE","P_SYNONYMOUS"
"NM_001029884","PLEKHG1",4158,-4.2051,-4.7281,-4.3864,-5.7389,-6.1259,-5.5794,2,2,5.20656186367E-06,4.10771212553E-05,1.87025144947E-05
"NM_003112","SP4",2355,-4.5666,-5.1203,-4.7408,-5.9151,-6.822,-5.8263,2,2,2.85833028214E-06,1.81635193118E-05,7.58053749148E-06
"NM_001015072","UFSP1",429,-5.1053,-5.6114,-5.2862,-6.7287,-7.6648,-6.5659,2,2,4.80110568193E-07,5.17368520073E-06,2.4468086097E-06
"NM_145032","FBXL13",2208,-4.559,-5.1623,-4.7279,-5.9025,-6.1324,-5.8543,2,2,3.38754503688E-06,1.87111293044E-05,6.88176756455E-06
"NM_024963","FBXL18",2157,-4.3184,-4.7844,-4.5111,-6.2308,-6.7508,-5.8645,2,2,2.13141571072E-06,3.08247810172E-05,1.64285789814E-05
"NM_152744","SDK1",6642,-3.8896,-4.3656,-4.091,-5.5592,-5.6975,-5.376,2,2,8.97335422968E-06,8.10961057854E-05,4.30923322819E-05
"NM_001085429","TMEM213",324,-5.2357,-5.7152,-5.4273,-6.8965,-99,-6.6878,2,2,3.3212191359E-07,3.7385225107E-06,1.92663745952E-06
"NM_001167940","CADPS2",3903,-4.3787,-4.9453,-4.5444,-5.7216,-99,-5.6069,2,2,4.37074700272E-06,2.8549598169E-05,1.13422704871E-05
"NM_198956","SP8",1473,-4.6441,-5.0587,-4.8661,-6.4851,-7.6588,-6.0301,2,2,1.28224291629E-06,1.36113123433E-05,8.73574603972E-06
"NM_182898","CREB5",1527,-4.6211,-5.1699,-4.7959,-6.1455,-6.3575,-6.0145,2,2,2.12151898637E-06,1.59992638287E-05,6.76238667174E-06
"NM_144648","LRGUK",2478,-4.4574,-5.0108,-4.6401,-5.8668,-6.0731,-5.8042,2,2,3.77366314405E-06,2.29034022172E-05,9.7543874044E-06
"NM_145230","ATP6V0E2",393,-5.5255,-5.9797,-5.738,-7.0735,-99,-6.6039,2,2,3.33373670675E-07,1.82810021614E-06,1.04785212871E-06
"NM_152755","CNPY4",747,-4.9472,-5.5164,-5.1359,-6.246,-6.4584,-6.325,2,2,1.38871249659E-06,7.31307453862E-06,3.04508906697E-06
"NM_001103176","CNPY1",279,-5.4362,-5.9498,-5.6321,-7.0195,-7.036,-6.7527,2,2,3.64380044461E-07,2.33292082556E-06,1.12253528189E-06
"NM_006754","SYPL1",780,-5.0259,-5.563,-5.2058,-6.6046,-6.7168,-6.3062,2,2,9.34580474182E-07,6.22586931039E-06,2.73526872631E-06
"NM_001077621","VPS37D",756,-5.0721,-5.6368,-5.2277,-6.7021,-7.3582,-6.3198,2,2,7.21247205203E-07,5.91970411646E-06,2.3078097297E-06
"NM_001013398","IGFBP3",894,-5.0988,-5.6535,-5.2636,-6.7913,-6.9585,-6.247,2,2,0.000000838,0.00000545,2.22075168345E-06
"NM_000596","IGFBP1",780,-4.9405,-5.4009,-5.1557,-6.4227,-6.9528,-6.3062,2,2,9.83396979906E-07,6.98714892561E-06,3.97283016734E-06
"NM_015852","ZNF117",1452,-4.8038,-5.4052,-4.9614,-6.1094,-7.3188,-6.0363,2,2,1.74512969256E-06,1.09294925908E-05,3.93368880673E-06
"NM_002736","PRKAR2B",1257,-4.8264,-5.3748,-5.0128,-6.2702,-6.3737,-6.099,2,2,1.75590457571E-06,9.70957006529E-06,4.21890746568E-06
"NM_018295","TMEM140",558,-5.067,-5.5502,-5.2573,-6.7178,-7.7463,-6.4517,2,2,5.62875934882E-07,5.52968000493E-06,2.81708531677E-06
"NM_032924","ZNF3",1341,-4.7456,-5.2835,-4.923,-6.1791,-6.8654,-6.0709,2,2,1.64777275762E-06,1.19398810446E-05,0.000005206
"NM_018890","RAC1",636,-4.9895,-5.502,-5.1972,-6.4275,-6.4465,-6.3949,2,2,1.13417429998E-06,6.35038418504E-06,3.1477483141E-06
"NM_016038","SBDS",753,-4.9303,-5.4928,-5.1045,-6.469,-6.5283,-6.3215,2,2,1.11288349309E-06,7.86140191148E-06,3.21514082483E-06
"NM_001042762","FIGNL1",2025,-4.6153,-5.2268,-4.7638,-5.9736,-7.9561,-5.8919,2,2,2.35636343962E-06,1.72266170738E-05,0.000005932
"NM_018044","NSUN5",1290,-4.5703,-5.0739,-4.7661,-6.0233,-6.4442,-6.0877,2,2,2.12449388922E-06,1.71356269969E-05,8.43528965127E-06
"NM_032599","FAM71F1",1035,-4.8493,-5.378,-5.0373,-6.3037,-6.5681,-6.1834,2,2,1.42281026882E-06,0.000009177,4.18793565118E-06
"NM_001003799","TARP",177,-5.7166,-6.3257,-5.9116,-6.7415,-7.7902,-6.9503,2,2,3.09677667473E-07,1.22574463205E-06,4.72389243513E-07
"NM_000083","CLCN1",2967,-4.3792,-4.9177,-4.5645,-5.8443,-6.0132,-5.726,2,2,4.28057887113E-06,2.72583773893E-05,1.20864845158E-05
"NM_002835","PTPN12",2343,-4.5574,-5.1574,-4.73,-5.867,-6.1297,-5.8285,2,2,3.58436182383E-06,1.86208713666E-05,6.95985192765E-06
"NM_139175","RNF133",1131,-4.8684,-5.4812,-5.0205,-6.1791,-7.791,-6.1449,2,2,1.39455316796E-06,9.53893742842E-06,3.30217435267E-06
"NM_004935","CDK5",879,-4.8122,-5.301,-5.0016,-6.3681,-99,-6.2543,2,2,9.85250846372E-07,9.96322641954E-06,5.00034534977E-06
"NM_005522","HOXA1",1008,-4.6882,-5.1437,-4.8977,-6.2216,-7.3518,-6.1949,2,2,1.28323783493E-06,1.26561029821E-05,7.18290297297E-06
"NM_033054","MYO1G",3057,-4.2834,-4.8539,-4.4512,-5.7952,-5.9685,-5.713,2,2,4.61415580322E-06,3.53834356815E-05,1.39990962657E-05
"NM_018951","HOXA10",1233,-4.7217,-5.1424,-4.9465,-6.396,-7.351,-6.1073,2,2,1.22744449736E-06,0.000011311,7.20443620415E-06
"NM_145292","GALNTL5",1332,-4.7729,-5.3804,-4.9388,-6.064,-6.5063,-6.0738,2,2,2.01837535252E-06,1.15133047416E-05,4.16485609341E-06
"NM_003130","SRI",597,-5.0822,-5.6535,-5.2829,-6.3739,-6.3906,-6.4223,2,2,1.20776505438E-06,5.2131473444E-06,2.22075168345E-06
"NM_014413","EIF2AK1",1893,-4.5924,-5.1303,-4.7855,-5.9904,-6.1449,-5.9212,2,2,2.9376063063E-06,0.000016387,0.000007408
"NM_013332","HILPDA",192,-5.6223,-6.121,-5.8144,-7.2835,-7.6696,-6.915,2,2,1.95077422269E-07,1.53320419903E-06,7.56832895021E-07
"NM_006024","TAX1BP1",2370,-4.5511,-5.1447,-4.7223,-5.8808,-6.1833,-5.8236,2,2,3.47258956139E-06,0.000018954,7.16638275456E-06
"NM_002612","PDK4",1236,-4.7539,-5.331,-4.9289,-6.1429,-6.3578,-6.1063,2,2,1.94123600707E-06,1.17787715854E-05,4.66659380314E-06
"NM_001130965","SUN1",2358,-4.3358,-4.8212,-4.5394,-5.8412,-6.1471,-5.8258,2,2,3.64762231943E-06,2.88801869351E-05,1.50938489665E-05
"NM_177455","BHLHA15",570,-5.4564,-5.989,-5.6128,-7.5099,-99,-6.4424,2,2,0.000000392,2.43893373028E-06,1.02565192625E-06
"NM_194455","KRIT1",2211,-4.5723,-5.2169,-4.7318,-5.8267,-6.1909,-5.8537,2,2,3.53526231261E-06,1.85438540285E-05,6.06876051877E-06
"NM_020299","AKR1B10",951,-4.8871,-5.4328,-5.0685,-6.5055,-6.3899,-6.2201,2,2,1.32214318958E-06,8.54082847419E-06,3.69147558165E-06
"NM_015464","SOSTDC1",621,-5.0634,-5.6826,-5.2013,-6.6732,-7.376,-6.4052,2,2,6.47668233202E-07,6.29071485548E-06,2.07682546378E-06
"NM_001160183","ZNF138",381,-5.9944,-6.5804,-6.1726,-7.9491,-7.339,-6.6174,2,2,2.98381362911E-07,0.000000672,2.62784654084E-07
"NM_022484","TMEM168",2094,-4.5873,-5.1664,-4.7414,-6.1205,-6.8648,-5.8773,2,2,2.22070374512E-06,1.81384428087E-05,6.81710526306E-06
"NM_013400","REPIN1",1704,-4.4283,-4.9715,-4.5935,-5.9638,-7.7212,-5.9668,2,2,2.18537179634E-06,2.5497640878E-05,1.06782479254E-05
"NM_007353","GNA12",1146,-4.688,-5.1785,-4.8746,-6.393,-6.9557,-6.1391,2,2,1.24125352397E-06,1.33475021658E-05,6.62979347671E-06
"NM_020979","SH2B2",1770,-4.6661,-5.1168,-4.8664,-6.5087,-7.8041,-5.9508,2,2,1.44560950093E-06,1.36019132286E-05,7.64187623963E-06
"NM_002541","OGDH",3072,-4.2528,-4.777,-4.4354,-5.8256,-6.0245,-5.7109,2,2,4.38512641876E-06,3.66944176734E-05,1.67109061431E-05
"NM_181597","UPP1",933,-4.7888,-5.3192,-4.9612,-6.6124,-6.5652,-6.2284,2,2,1.10727992186E-06,1.09345269673E-05,4.79512574081E-06
"NM_016945","TAS2R16",876,-5.0031,-5.5685,-5.1637,-6.4764,-7.7949,-6.2558,2,2,9.04804709024E-07,6.85961908529E-06,2.70084710832E-06
"NM_001122956","DBNL",1320,-4.715,-5.2305,-4.9089,-6.2476,-6.3232,-6.0777,2,2,1.87675434882E-06,1.2333887988E-05,5.88166114143E-06
"NM_005751","AKAP9",11724,-3.8917,-4.492,-4.0678,-5.0824,-5.6465,-5.1292,2,2,1.79554059513E-05,8.55460576341E-05,3.22106879128E-05
"NM_033026","PCLO",15429,-3.7431,-4.3167,-3.9071,-5.0679,-7.6558,-5.01,2,2,1.83470986469E-05,0.0001238511,4.82280830382E-05
"NM_002991","CCL24",360,-5.3369,-5.8876,-5.5213,-6.7075,-7.0561,-6.642,2,2,0.000000512,3.01092543205E-06,1.29538838897E-06
"NM_006072","CCL26",285,-5.4824,-6.1223,-5.6727,-6.7181,-6.6981,-6.7435,2,2,5.72292047294E-07,2.12471165401E-06,7.54570808546E-07
"NM_001202543","CUX1",4551,-4.1003,-4.5933,-4.2983,-5.5939,-6.0034,-5.5402,2,2,6.42232218859E-06,5.03152922989E-05,2.55093856797E-05
"NM_014377","DNAJC2",1866,-4.6391,-5.249,-4.8196,-5.8788,-6.0859,-5.9274,2,2,3.32439714826E-06,1.51495593204E-05,5.63637655826E-06
"NM_007009","ZPBP",1056,-4.8574,-5.4766,-5.0228,-6.1432,-6.4921,-6.1746,2,2,1.71011022423E-06,9.48855326728E-06,3.33733651305E-06
"NM_016944","TAS2R4",900,-4.9811,-5.5199,-5.1458,-6.6391,-7.7226,-6.2441,2,2,8.18535875684E-07,7.14825439569E-06,3.02064717005E-06
"NM_207113","SLC37A3",1485,-4.6437,-5.1509,-4.8532,-6.044,-6.1519,-6.0266,2,2,2.54909404937E-06,1.40216783371E-05,7.06480208616E-06
"NM_004279","PMPCB",1470,-4.6809,-5.2901,-4.8463,-6.0267,-6.2808,-6.031,2,2,2.39532216718E-06,1.42462315882E-05,5.12743306888E-06
"NM_003718","CDK13",4539,-4.3014,-4.8811,-4.4738,-5.5815,-6.2395,-5.5414,2,2,6.07205131013E-06,3.35892262734E-05,1.31492202535E-05
"NM_012395","CDK14",1356,-4.7431,-5.3024,-4.9253,-6.1849,-6.2758,-6.0661,2,2,0.000002042,1.18768152268E-05,4.98425209404E-06
"NM_014302","SEC61G",207,-5.6043,-6.3028,-5.736,-7.3501,-7.0459,-6.8823,2,2,2.65757925008E-07,1.83653834335E-06,0.000000498
"NM_001164665","KIAA1549",5853,-4.0094,-4.4877,-4.1995,-5.6714,-7.7379,-5.4309,2,2,0.000005857,6.31684179288E-05,3.25311937314E-05
"NM_013252","CLEC5A",567,-5.1607,-5.7468,-5.3296,-6.6944,-6.691,-6.4447,2,2,0.000000765,4.68166139724E-06,1.79143064841E-06
"NM_198097","CCZ1B",1449,-4.7175,-5.2515,-4.9068,-6.2671,-6.2179,-6.0372,2,2,0.000002064,1.23936720482E-05,0.000005604
"NM_020632","ATP6V0A4",2523,-4.4058,-4.9362,-4.6028,-5.8211,-5.9173,-5.7964,2,2,4.31758011561E-06,2.49574379483E-05,1.15824384232E-05
"NM_024926","TTC26",1665,-4.69,-5.2987,-4.8681,-5.9693,-6.1224,-5.9769,2,2,2.88227457101E-06,1.35487740438E-05,5.02689715369E-06
"NM_014671","UBE3C",3252,-4.3196,-4.8541,-4.5103,-5.694,-6.0063,-5.6862,2,2,5.06829877843E-06,3.08816146918E-05,1.39926509278E-05
"NM_139179","DAGLB",2019,-4.4223,-4.9003,-4.6269,-6.0079,-6.2006,-5.8932,2,2,2.89085253437E-06,2.36102181596E-05,1.25805607722E-05
"NM_152626","ZNF92",1761,-4.724,-5.3272,-4.8755,-6.1571,-6.8575,-5.9526,2,2,1.95062276895E-06,1.33198704231E-05,4.70760483257E-06
"NM_001077653","TBX20",1344,-4.675,-5.1897,-4.8633,-6.1926,-6.5124,-6.0699,2,2,1.80046095995E-06,1.36993512159E-05,0.000006461
"NM_017984","ZCWPW1",1947,-4.6062,-5.1772,-4.7912,-5.9446,-6.1042,-5.9089,2,2,3.15612890479E-06,1.6173350558E-05,6.64966857125E-06
"NM_001127500","MET",4227,-4.2469,-4.7927,-4.43,-5.6195,-6.0252,-5.5723,2,2,6.02254074813E-06,3.71535229097E-05,1.61175861413E-05
"NM_001166160","PPP1R9A",4125,-4.323,-4.8923,-4.498,-5.6264,-6.244,-5.5829,2,2,5.54666877643E-06,3.17687407065E-05,1.28144508595E-05
"NM_003378","VGF",1848,-4.3848,-4.835,-4.5892,-6.0873,-7.7567,-5.9316,2,2,0.000002006,2.57513499041E-05,1.46217717446E-05
"NM_031443","CCM2",1335,-4.6247,-5.1091,-4.8221,-6.3201,-6.4171,-6.0728,2,2,1.70692470127E-06,1.50626019703E-05,7.77857422127E-06
"NM_015545","PTCD1",2103,-4.4299,-4.9245,-4.621,-5.9842,-6.5659,-5.8755,2,2,2.64074425105E-06,2.39331575641E-05,1.18987132916E-05
"NM_006076","AGFG2",1446,-4.7073,-5.201,-4.9014,-6.5356,-6.3346,-6.0381,2,2,1.67015655534E-06,1.25487364993E-05,6.29506182857E-06
"NM_144727","CRYGN",549,-5.029,-5.5578,-5.2192,-6.5167,-6.6458,-6.4587,2,2,8.78122597733E-07,6.03670564786E-06,2.76821616257E-06
"NM_014396","VPS41",2565,-4.4833,-5.0965,-4.6602,-5.7923,-5.8702,-5.7892,2,2,4.58638592299E-06,2.18675435444E-05,8.00755628507E-06
"NM_018844","BCAP29",726,-5.0863,-5.6671,-5.2622,-6.5294,-6.5798,-6.3374,2,2,1.01850974124E-06,5.46764110729E-06,2.15228609548E-06
"NM_176817","TAS2R38",1002,-4.9247,-5.5041,-5.0735,-6.554,-7.7327,-6.1974,2,2,9.32505888854E-07,8.44306241909E-06,3.13256434167E-06
"NM_176881","TAS2R39",1017,-4.9369,-5.4847,-5.1047,-6.3888,-99,-6.191,2,2,1.05267673318E-06,7.85778243559E-06,3.27566891937E-06
"NM_004403","DFNA5",1491,-4.6424,-5.1291,-4.8453,-6.1672,-6.4377,-6.0248,2,2,0.00000199,1.42790725437E-05,7.42848071113E-06
"NM_003391","WNT2",1083,-4.7491,-5.3036,-4.9224,-6.1617,-6.754,-6.1637,2,2,1.55128767801E-06,1.19563879999E-05,4.97049910576E-06
"NM_152750","CDHR3",2658,-4.4437,-4.9593,-4.6237,-5.9158,-99,-5.7738,2,2,2.89739690493E-06,2.37848271694E-05,1.09824693524E-05
"NM_001099435","SPDYE5",1014,-4.7224,-5.3046,-4.8864,-6.1006,-6.7259,-6.1923,2,2,1.62345046463E-06,1.2989726289E-05,4.95906727505E-06
"NM_175064","SPDYE1",1011,-4.7294,-5.3361,-4.889,-6.0582,-6.6458,-6.1936,2,2,0.000001741,1.29121927361E-05,4.61211364492E-06
"NM_001004351","SPDYE3",1650,-4.5413,-5.0756,-4.726,-5.814,-99,-5.9808,2,2,2.57981842426E-06,1.8793168168E-05,8.40233513908E-06
"NM_014390","SND1",2733,-4.3239,-4.8839,-4.5051,-5.7105,-5.9397,-5.7617,2,2,4.82755974869E-06,3.12535964361E-05,1.30647167972E-05
"NM_138693","KLF14",972,-4.8557,-5.3395,-5.0391,-6.6845,-99,-6.2106,2,2,8.22519670749E-07,0.000009139,4.57614734886E-06
"NM_002947","RPA3",366,-5.2544,-5.7719,-5.4554,-7.0041,-6.5982,-6.6348,2,2,5.83138485327E-07,3.50428968264E-06,1.69083021487E-06
"NM_015689","DENND2A",3030,-4.3058,-4.8284,-4.4913,-5.8015,-6.1277,-5.7169,2,2,4.24378578333E-06,3.22626472708E-05,1.48456767505E-05
"NM_138635","H2AFV",345,-5.2719,-5.9085,-5.4159,-7.1119,-6.7526,-6.6605,2,2,4.72576799244E-07,0.000003838,1.23452531517E-06
"NM_001004488","OR2A25",933,-4.9435,-5.4661,-5.1191,-6.4798,-7.9081,-6.2284,2,2,9.34657313515E-07,7.60151225499E-06,0.000003419
"NM_017760","NCAPG2",3432,-4.319,-4.8861,-4.4923,-5.7967,-5.9339,-5.6628,2,2,4.93507800769E-06,3.21884452411E-05,1.29987023739E-05
"NM_001142928","LRRC61",780,-4.8373,-5.3571,-5.0212,-6.3329,-6.8431,-6.3062,2,2,1.10222124082E-06,9.52357486192E-06,4.39440418892E-06
"NM_178829","C7ORF34",444,-5.3028,-5.8117,-5.4889,-6.8952,-7.3514,-6.5509,2,2,4.53071108803E-07,3.24414307905E-06,1.54276578981E-06
"NM_138811","C7ORF31",1773,-4.6252,-5.1993,-4.7985,-5.9532,-6.4566,-5.9496,2,2,2.5862958814E-06,1.59037668382E-05,6.31975147595E-06
"NM_002593","PCOLCE",1350,-4.6416,-5.142,-4.834,-6.2032,-6.5006,-6.068,2,2,1.79718326051E-06,1.46554784096E-05,7.21107479183E-06
"NM_001001667","OR6V1",942,-4.92,-5.4703,-5.081,-6.5099,-99,-6.2243,2,2,9.05723719756E-07,8.29850767514E-06,3.38610171713E-06
"NM_152559","WBSCR27",738,-4.847,-5.324,-5.0493,-6.4465,-6.7507,-6.3303,2,2,1.00263810054E-06,8.92688623247E-06,4.7424198526E-06
"NM_001202560","WBSCR22",897,-4.8428,-5.4443,-5.0178,-6.2686,-6.2101,-6.2455,2,2,1.72341720921E-06,9.59842553583E-06,0.000003595
"NM_182504","WBSCR28",798,-4.9682,-5.485,-5.1685,-6.2309,-7.0273,-6.2963,2,2,0.000001187,6.78422120498E-06,3.27340694879E-06
"NM_001098834","GBX1",1092,-4.8519,-5.3883,-5.0286,-6.2613,-7.3438,-6.1601,2,2,1.28488066818E-06,9.36267611488E-06,4.08978050103E-06
"NM_024070","PVRIG",981,-4.8052,-5.325,-4.9921,-6.2677,-6.7424,-6.2066,2,2,1.34229182664E-06,1.01835687572E-05,4.73151258961E-06
"NM_022740","HIPK2",3597,-4.2083,-4.7042,-4.3946,-5.7414,-99,-5.6424,2,2,4.09208704712E-06,4.03088121287E-05,1.97605942155E-05
"NM_170606","MLL3",14736,-3.7318,-4.3165,-3.9014,-5.0382,-5.5958,-5.0299,2,2,0.000021029,0.0001254874,4.8250298006E-05
"NM_182931","MLL5",5577,-4.1603,-4.7334,-4.328,-5.5835,-5.9755,-5.4519,2,2,7.19983566487E-06,4.69894108605E-05,1.84756616377E-05
"NM_152898","FERD3L",501,-4.9269,-5.4271,-5.1179,-6.5758,-6.7302,-6.4985,2,2,0.000000769,7.62254505406E-06,3.74024456042E-06
"NM_007349","PAXIP1",3210,-4.4528,-4.9814,-4.6317,-5.8485,-7.5194,-5.6918,2,2,0.000003481,2.33507051486E-05,1.04375843932E-05
"NM_031449","ZMIZ2",2763,-4.2961,-4.7835,-4.4951,-5.9564,-5.9977,-5.7569,2,2,3.86116466117E-06,3.19815862167E-05,1.64626596633E-05
"NM_032826","SLC35B4",996,-4.8804,-5.4247,-5.0714,-6.3801,-6.3101,-6.2001,2,2,1.53725154132E-06,0.000008484,0.000003761
"NM_001005287","OR2A1",933,-4.8573,-5.3492,-5.0423,-6.4834,-99,-6.2284,2,2,9.19565923381E-07,9.07193646515E-06,4.47507172048E-06
"NM_001005480","OR2A2",957,-4.9288,-5.4639,-5.0997,-6.4314,-7.8426,-6.2174,2,2,9.90885353215E-07,7.94877126789E-06,3.43637064149E-06
"NM_001005328","OR2A7",933,-4.8859,-5.3853,-5.0696,-6.4657,-99,-6.2284,2,2,9.33232791764E-07,8.51922326429E-06,4.11812950514E-06
"NM_001127370","CDCA7L",1263,-4.6748,-5.2738,-4.8423,-5.969,-6.4489,-6.0969,2,2,2.22972107233E-06,1.43780503461E-05,5.32353360608E-06
"NM_002851","PTPRZ1",6948,-4.0833,-4.638,-4.2562,-5.5466,-5.9041,-5.3565,2,2,8.48810985754E-06,0.000055437,2.30144181741E-05
"NM_004411","DYNC1I1",1938,-4.5124,-5.0728,-4.6941,-5.8685,-6.1718,-5.911,2,2,3.25435596669E-06,2.02255341492E-05,8.45668200099E-06
"NM_001037763","COL28A1",3378,-4.3538,-4.9363,-4.5277,-5.8092,-5.8368,-5.6697,2,2,5.14724122412E-06,2.96688013002E-05,1.15797717752E-05
"NM_004126","GNG11",222,-5.5749,-6.2281,-5.7165,-7.047,-7.4013,-6.852,2,2,0.00000027,1.92087896175E-06,5.91425437756E-07
"NM_000290","PGAM2",762,-4.8001,-5.3243,-4.9735,-6.4337,-7.0522,-6.3164,2,2,9.39672204813E-07,1.06291858328E-05,4.73914503624E-06
"NM_002291","LAMB1",5361,-4.0816,-4.6227,-4.272,-5.4209,-5.752,-5.4691,2,2,8.95960311349E-06,5.34564359397E-05,2.38396568587E-05
"NM_007356","LAMB4",5286,-4.1344,-4.6843,-4.3145,-5.6312,-5.7288,-5.4752,2,2,7.55311197452E-06,0.000048473,2.0687118396E-05
"NM_000193","SHH",1389,-4.6332,-5.0557,-4.8569,-6.3325,-7.0488,-6.0556,2,2,1.43425457169E-06,1.39027271648E-05,8.79629933844E-06
"NM_015332","NUDCD3",1086,-4.7599,-5.298,-4.9405,-6.1765,-6.702,-6.1625,2,2,1.55250892534E-06,1.14683252142E-05,0.000005035
"NM_138701","MPLKIP",540,-5.3473,-5.9222,-5.5131,-6.7013,-7.7468,-6.4659,2,2,5.5890237228E-07,3.06831540132E-06,1.19618953881E-06
"NM_001193311","C7ORF10",1416,-4.7987,-5.3302,-4.9757,-6.2041,-99,-6.0472,2,2,0.000001522,1.05754778509E-05,4.67519790885E-06
"NM_000420","KEL",2199,-4.463,-5.0321,-4.6439,-5.8138,-6.0479,-5.8561,2,2,3.8237308711E-06,2.27038756776E-05,9.28752508989E-06
"NM_001172895","CAV1",444,-5.0879,-5.5817,-5.274,-6.789,-7.3615,-6.5509,2,2,4.87310788542E-07,5.32108259267E-06,0.00000262
"NM_021116","ADCY1",3360,-4.2099,-4.7028,-4.4036,-5.8588,-6.0124,-5.672,2,2,4.48419443049E-06,3.94820778038E-05,1.98243976287E-05
"NM_003930","SKAP2",1080,-4.9016,-5.5278,-5.0702,-6.2469,-6.3134,-6.1649,2,2,1.7363982417E-06,8.5074616489E-06,2.96619705927E-06
"NM_005431","XRCC2",843,-4.9794,-5.5927,-5.1477,-6.1511,-7.0488,-6.2725,2,2,1.32947590702E-06,0.000007117,2.55446525543E-06
"NM_020429","SMURF1",2274,-4.4104,-4.9167,-4.6129,-5.8249,-6.0698,-5.8415,2,2,3.78856631902E-06,2.43837220968E-05,1.21143467401E-05
"NM_003227","TFR2",2406,-4.3882,-4.8932,-4.5786,-6.0328,-6.1034,-5.817,2,2,3.23944338147E-06,2.63876065531E-05,1.27879226294E-05
"NM_032014","MRPS24",504,-5.0843,-5.6152,-5.2745,-6.3868,-7.1932,-6.4959,2,2,7.93711769972E-07,0.000005315,2.42549285711E-06
"NM_005746","NAMPT",1476,-4.7701,-5.3256,-4.9514,-6.2012,-6.3768,-6.0292,2,2,1.98414368904E-06,1.11840731774E-05,0.000004725
"NM_001244580","TRRAP",11580,-3.6924,-4.2132,-3.8785,-5.2124,-5.4704,-5.1346,2,2,1.68522898293E-05,0.0001322818,6.1206845887E-05
"NM_152411","ZNF786",2349,-4.3497,-4.8713,-4.5206,-5.9668,-99,-5.8274,2,2,2.56743366697E-06,3.01578238365E-05,1.34493098769E-05
"NM_006349","ZNHIT1",465,-5.0087,-5.5857,-5.1764,-6.4667,-6.7368,-6.5309,2,2,8.19254492625E-07,6.66192900223E-06,0.000002596
"NM_199136","FAM221A",897,-4.9767,-5.5484,-5.1547,-6.3438,-6.6161,-6.2455,2,2,1.26335175138E-06,7.00325596737E-06,2.82878538797E-06
"NM_020728","ESYT2",2682,-4.4341,-4.9627,-4.6242,-5.9264,-6.0281,-5.7699,2,2,3.82065800027E-06,2.37574596322E-05,1.08968255946E-05
"NM_000941","POR",2043,-4.4777,-4.9345,-4.6828,-6.0535,-99,-5.888,2,2,2.17829301065E-06,2.0758692705E-05,1.162786551E-05
"NM_007155","ZP3",1122,-4.7559,-5.2836,-4.9336,-6.4576,-6.5001,-6.1483,2,2,1.37553564803E-06,0.000011652,5.20475151171E-06
"NM_152743","BRAT1",2466,-4.3273,-4.7857,-4.5354,-5.9675,-6.3529,-5.8063,2,2,3.08348428541E-06,2.91474120147E-05,1.63794758483E-05
"NM_025250","TTYH3",1572,-4.5778,-5.035,-4.7902,-6.3943,-6.2409,-6.0019,2,2,1.97324997783E-06,1.62106339816E-05,9.22571427155E-06
"NM_005631","SMO",2364,-4.4606,-5.0074,-4.6402,-5.8818,-6.2454,-5.8247,2,2,3.37840314384E-06,2.28981291211E-05,9.83105215282E-06
"NM_001199707","KIAA0895",1524,-4.7603,-5.359,-4.9261,-6.0398,-6.7019,-6.0153,2,2,2.07646994623E-06,0.000011855,4.37522105158E-06
"NM_000466","PEX1",3852,-4.335,-4.9212,-4.5116,-5.6092,-6.0073,-5.6126,2,2,5.88262359296E-06,3.07893130974E-05,1.19894704048E-05
"NM_002069","GNAI1",1065,-4.8123,-5.3706,-4.9866,-6.2831,-6.5232,-6.171,2,2,1.49538091026E-06,1.0313355783E-05,4.25990584332E-06
"NM_138445","GPR146",1002,-4.6454,-5.1006,-4.849,-6.3948,-6.9531,-6.1974,2,2,1.14905237365E-06,1.41579377996E-05,7.93231587424E-06
"NM_181791","GPR141",918,-4.9181,-5.4697,-5.0768,-6.5732,-7.6584,-6.2355,2,2,8.7056937003E-07,8.37915067438E-06,3.39078302252E-06
"NM_015831","ACHE",1854,-4.4258,-4.9254,-4.6154,-5.9012,-6.8881,-5.9302,2,2,2.55919808049E-06,2.42437613353E-05,1.18740808038E-05
"NM_001024613","FEZF1",1428,-4.5269,-4.9726,-4.7407,-6.1125,-6.9667,-6.0436,2,2,1.7842428936E-06,1.81677020982E-05,1.06512358166E-05
"NM_001012454","FAM71F2",930,-4.9007,-5.4086,-5.0864,-6.3561,-8.055,-6.2298,2,2,1.03837881274E-06,0.000008196,0.000003903
"NM_006989","RASA4",2412,-4.3394,-4.8419,-4.5283,-6.0357,-6.078,-5.8159,2,2,3.2846064675E-06,2.96278406376E-05,1.43912991202E-05
"NM_016086","STYXL1",942,-4.8567,-5.4217,-5.0265,-6.4199,-6.5078,-6.2243,2,2,1.28749892186E-06,9.40805830037E-06,0.000003787
"NM_014916","LMTK2",4512,-4.1163,-4.5736,-4.3241,-5.7408,-6.2518,-5.5439,2,2,5.23461597361E-06,4.74132799579E-05,2.66931606362E-05
"NM_001122838","NAPEPLD",1182,-4.8042,-5.3738,-4.9754,-6.1322,-6.8746,-6.1257,2,2,1.6197260088E-06,1.05827856559E-05,4.22863305181E-06
"NM_019606","MEPCE",2070,-4.506,-5.0677,-4.6734,-5.8951,-6.8789,-5.8823,2,2,2.71666364717E-06,2.12128978188E-05,8.55657576098E-06
